customer_id,age,gender,account_age_days,total_lifetime_orders,preferred_payment
CUST01832,32,F,670,32,Cash on Delivery
CUST01787,23,M,1275,24,Amazon Pay
CUST00299,27,M,1531,50,Cash on Delivery
CUST01560,70,Other,208,13,Debit Card
CUST00317,39,M,1439,43,Amazon Pay
CUST00977,54,F,1743,36,Credit Card
CUST00915,60,Other,127,44,Credit Card
CUST01856,54,Other,732,43,Amazon Pay
CUST00980,40,M,807,9,Amazon Pay
CUST01475,65,F,504,30,Credit Card
CUST00542,30,M,758,18,UPI
CUST00656,33,M,260,12,Cash on Delivery
CUST00667,67,Other,245,16,Debit Card
CUST00922,27,M,996,18,Credit Card
CUST00040,68,Other,1707,17,Cash on Delivery
CUST00574,29,F,1090,16,Credit Card
CUST01237,61,Other,845,49,Amazon Pay
CUST01619,53,Other,1496,19,Credit Card
CUST01540,38,Other,1558,34,Debit Card
CUST01783,56,Other,48,13,Net Banking
CUST00334,43,M,1782,50,UPI
CUST01794,66,F,331,31,Debit Card
CUST00126,55,F,57,2,Debit Card
CUST01872,66,F,558,25,Cash on Delivery
CUST01984,31,Other,1134,18,Debit Card
CUST01960,60,M,1353,20,UPI
CUST01817,68,Other,470,14,Credit Card
CUST01343,69,M,502,30,UPI
CUST01979,32,M,1815,35,Cash on Delivery
CUST01639,43,F,1045,45,Amazon Pay
CUST01758,58,Other,1096,21,Credit Card
CUST00001,66,M,1765,30,Net Banking
CUST00802,37,F,642,50,UPI
CUST00422,66,M,1710,5,UPI
CUST00495,66,Other,272,47,UPI
CUST00027,28,M,1497,16,Net Banking
CUST01233,19,Other,392,5,Debit Card
CUST01175,50,M,1469,19,Cash on Delivery
CUST01740,62,Other,1644,16,Amazon Pay
CUST00429,61,M,1463,46,Amazon Pay
CUST00641,18,Other,892,15,UPI
CUST00033,28,Other,37,39,Amazon Pay
CUST01467,53,F,1676,46,Credit Card
CUST00054,67,F,786,39,Cash on Delivery
CUST01717,22,F,1532,40,Amazon Pay
CUST01107,69,Other,379,36,Credit Card
CUST01835,46,M,203,40,Amazon Pay
CUST00441,35,F,529,47,Cash on Delivery
CUST00183,60,M,1136,31,Amazon Pay
CUST01141,32,M,1284,25,Cash on Delivery
CUST00734,70,Other,763,49,Cash on Delivery
CUST01564,68,M,1638,43,UPI
CUST00627,44,F,722,20,Amazon Pay
CUST00097,27,Other,1353,7,UPI
CUST01394,40,Other,273,21,Amazon Pay
CUST00520,57,Other,438,1,Net Banking
CUST00137,25,Other,751,33,Amazon Pay
CUST00893,50,F,139,20,Debit Card
CUST00700,60,F,581,50,Net Banking
CUST01785,21,Other,378,16,Debit Card
CUST01329,64,Other,1538,16,Net Banking
CUST01099,29,F,1810,16,Cash on Delivery
CUST00824,63,M,1090,36,Cash on Delivery
CUST01482,23,M,863,41,Credit Card
CUST00805,70,F,201,11,Credit Card
CUST00370,28,M,1727,37,Cash on Delivery
CUST00648,46,F,1223,33,Debit Card
CUST01803,58,M,1195,43,Amazon Pay
CUST01814,50,M,946,32,UPI
CUST00599,44,Other,452,45,UPI
CUST01003,20,M,879,47,Cash on Delivery
CUST00268,46,F,263,3,Net Banking
CUST00834,42,Other,53,1,Cash on Delivery
CUST01765,70,F,1645,37,Net Banking
CUST00188,36,F,1016,17,Net Banking
CUST01240,38,Other,1398,9,Debit Card
CUST01434,20,F,1503,5,UPI
CUST01203,21,F,990,6,Cash on Delivery
CUST01945,58,Other,881,48,Credit Card
CUST00555,55,F,504,41,UPI
CUST01047,37,M,381,8,Cash on Delivery
CUST00611,31,M,94,9,Debit Card
CUST01217,19,F,1144,2,Debit Card
CUST01809,22,M,843,2,Credit Card
CUST00167,19,M,1746,29,Cash on Delivery
CUST00491,28,F,1366,19,UPI
CUST01045,51,M,1741,12,Amazon Pay
CUST01043,62,Other,1025,43,Credit Card
CUST00026,24,F,104,32,Credit Card
CUST00160,18,M,746,49,Cash on Delivery
CUST01323,43,F,886,8,Debit Card
CUST01883,42,M,335,32,Credit Card
CUST00134,44,F,932,48,Cash on Delivery
CUST01454,67,Other,380,36,Debit Card
CUST01145,24,F,1266,1,Amazon Pay
CUST01548,19,Other,181,5,Debit Card
CUST00865,21,M,918,32,Cash on Delivery
CUST01391,22,M,503,24,Credit Card
CUST00056,55,F,620,43,Debit Card
CUST00142,35,Other,1645,26,Net Banking
CUST00090,57,Other,1502,32,Amazon Pay
CUST00138,68,M,187,15,Cash on Delivery
CUST01352,41,M,369,6,UPI
CUST00023,26,F,1273,1,Credit Card
CUST00979,58,Other,402,9,Amazon Pay
CUST00057,22,Other,1302,23,Amazon Pay
CUST01019,34,M,299,31,UPI
CUST01713,37,F,1232,15,Cash on Delivery
CUST00516,46,F,1506,32,UPI
CUST00932,63,Other,661,1,Net Banking
CUST00021,54,Other,1662,31,Cash on Delivery
CUST00496,67,Other,551,44,Credit Card
CUST01460,61,M,239,13,Net Banking
CUST00781,49,Other,1733,43,Net Banking
CUST00306,23,F,1140,39,Net Banking
CUST01123,55,M,1688,35,Cash on Delivery
CUST01734,24,F,374,14,Cash on Delivery
CUST00002,33,M,1685,33,Amazon Pay
CUST00636,63,F,1744,26,UPI
CUST00025,66,F,1534,17,Net Banking
CUST01490,43,Other,752,25,Debit Card
CUST00846,26,F,1798,19,Credit Card
CUST00849,59,F,1304,31,Credit Card
CUST00689,21,F,1290,13,Amazon Pay
CUST00106,46,Other,758,29,Credit Card
CUST00081,30,Other,64,23,Cash on Delivery
CUST00735,23,F,1564,44,Debit Card
CUST00163,63,M,744,39,Amazon Pay
CUST00840,25,M,1068,12,Net Banking
CUST00798,54,F,1782,44,Net Banking
CUST00191,24,M,1163,33,Credit Card
CUST00891,20,F,106,11,Debit Card
CUST01891,27,M,734,36,Debit Card
CUST01094,40,F,288,2,UPI
CUST00043,27,M,1812,4,Debit Card
CUST00435,56,Other,1314,5,Net Banking
CUST00075,39,F,1762,50,Amazon Pay
CUST00175,59,Other,1124,3,Net Banking
CUST00080,49,Other,827,22,Cash on Delivery
CUST01181,32,Other,1607,16,UPI
CUST01110,34,Other,316,14,UPI
CUST00836,25,M,1026,31,Debit Card
CUST00909,51,F,1218,23,Debit Card
CUST00950,41,Other,1745,28,UPI
CUST00036,43,M,1239,8,Amazon Pay
CUST01529,68,F,1126,14,Net Banking
CUST00197,31,M,611,32,Cash on Delivery
CUST01413,63,M,1188,8,Credit Card
CUST01512,29,Other,252,30,Net Banking
CUST01140,26,F,1710,28,Cash on Delivery
CUST01695,55,F,348,42,Debit Card
CUST00150,30,M,1760,44,Cash on Delivery
CUST01588,45,M,1307,12,Credit Card
CUST00118,31,Other,1371,18,Net Banking
CUST00091,49,M,1232,29,Credit Card
CUST00483,42,Other,1343,9,UPI
CUST01281,34,M,1159,8,Cash on Delivery
CUST01582,63,F,111,37,Net Banking
CUST01122,34,Other,246,31,Net Banking
CUST01427,21,M,525,37,UPI
CUST00755,32,M,754,10,Net Banking
CUST01623,36,M,1144,18,Cash on Delivery
CUST00077,69,M,912,6,Amazon Pay
CUST01651,60,Other,846,15,Debit Card
CUST00444,30,Other,869,25,Cash on Delivery
CUST01815,67,F,1086,24,Cash on Delivery
CUST01202,59,F,826,7,Cash on Delivery
CUST00158,25,Other,1516,48,UPI
CUST01676,46,F,1135,26,Debit Card
CUST00894,38,F,519,44,Cash on Delivery
CUST01626,67,Other,529,50,Net Banking
CUST00523,49,M,1269,11,Cash on Delivery
CUST01347,53,Other,243,12,Amazon Pay
CUST01210,58,Other,896,34,UPI
CUST00031,49,F,1345,38,Amazon Pay
CUST01109,50,F,1326,30,UPI
CUST01230,41,F,82,7,Net Banking
CUST01081,21,Other,435,26,Cash on Delivery
CUST01786,46,M,185,4,Amazon Pay
CUST01890,19,Other,1299,46,UPI
CUST00733,68,Other,1045,35,Net Banking
CUST00778,61,Other,1816,48,Debit Card
CUST00629,28,M,506,23,UPI
CUST01607,45,M,465,20,Cash on Delivery
CUST00149,66,M,233,12,Cash on Delivery
CUST01952,60,Other,175,1,UPI
CUST01834,18,F,381,43,Cash on Delivery
CUST01474,43,Other,459,45,Cash on Delivery
CUST01775,48,F,376,23,Net Banking
CUST00827,61,F,373,49,UPI
CUST00808,62,Other,333,39,Debit Card
CUST00975,50,Other,794,48,Cash on Delivery
CUST00014,40,Other,210,43,Cash on Delivery
CUST00279,63,F,136,32,UPI
CUST01800,66,F,204,45,Debit Card
CUST00991,18,F,1518,47,Net Banking
CUST00109,42,Other,810,25,UPI
CUST01252,54,F,1592,47,Amazon Pay
CUST01556,55,M,1456,8,Debit Card
CUST00276,49,F,846,38,Net Banking
CUST00716,34,M,1758,46,UPI
CUST00933,55,Other,450,11,Amazon Pay
CUST01660,57,Other,390,28,Debit Card
CUST01916,36,F,57,5,Cash on Delivery
CUST00866,58,M,476,20,Credit Card
CUST00512,19,Other,1273,6,UPI
CUST00762,21,M,1164,9,Net Banking
CUST01576,67,Other,884,11,Credit Card
CUST01115,50,M,602,44,UPI
CUST00234,68,M,1412,20,Cash on Delivery
CUST00419,50,M,768,25,UPI
CUST00724,68,Other,1203,32,Credit Card
CUST01547,19,M,1316,18,Debit Card
CUST01681,19,F,38,44,Amazon Pay
CUST01655,38,M,1522,38,Cash on Delivery
CUST01209,27,M,1663,39,Amazon Pay
CUST00994,53,F,291,47,Amazon Pay
CUST01723,24,M,809,26,Net Banking
CUST01497,55,M,983,8,Amazon Pay
CUST01725,40,Other,1230,7,UPI
CUST01147,69,M,410,40,Net Banking
CUST00053,52,M,1320,34,Debit Card
CUST01188,34,M,593,50,UPI
CUST00530,22,M,185,41,Credit Card
CUST01480,68,F,548,20,Amazon Pay
CUST01706,33,M,1707,12,Credit Card
CUST00884,28,Other,40,20,Net Banking
CUST01896,49,Other,1672,3,Net Banking
CUST00822,69,M,37,26,Net Banking
CUST00123,62,Other,154,16,Amazon Pay
CUST01907,53,F,1515,16,Cash on Delivery
CUST00626,46,Other,931,37,Cash on Delivery
CUST01404,50,Other,534,10,Credit Card
CUST00068,30,F,70,28,Credit Card
CUST00537,33,F,392,43,Credit Card
CUST01813,53,Other,669,31,Amazon Pay
CUST01999,61,Other,1682,48,Credit Card
CUST00380,38,M,1292,9,Debit Card
CUST01711,57,F,618,37,UPI
CUST00551,49,M,1335,41,Debit Card
CUST01258,62,F,881,48,Debit Card
CUST00746,59,M,1297,14,Cash on Delivery
CUST01000,28,Other,583,21,Debit Card
CUST00546,62,F,805,14,Amazon Pay
CUST01729,48,M,401,8,Credit Card
CUST00847,49,F,143,38,Amazon Pay
CUST00972,31,M,1614,44,Net Banking
CUST00960,39,Other,535,15,Cash on Delivery
CUST01966,25,Other,566,19,UPI
CUST01167,45,F,1608,28,Credit Card
CUST00981,38,Other,67,37,UPI
CUST01554,26,Other,1479,10,UPI
CUST00182,68,M,1058,42,Net Banking
CUST00947,59,M,838,16,Cash on Delivery
CUST00434,20,Other,1691,14,Amazon Pay
CUST01879,19,Other,1307,21,Net Banking
CUST01357,38,Other,827,31,Credit Card
CUST00006,28,M,1402,31,Credit Card
CUST01142,69,M,1660,39,Cash on Delivery
CUST00343,37,F,1242,27,UPI
CUST01884,30,F,1367,18,Net Banking
CUST00303,19,F,1422,49,Amazon Pay
CUST00617,55,Other,1753,16,UPI
CUST01926,34,M,673,36,Credit Card
CUST00887,62,M,119,34,Debit Card
CUST00928,59,M,464,10,Amazon Pay
CUST01670,25,M,956,26,Credit Card
CUST01494,50,F,136,49,Amazon Pay
CUST01433,50,F,109,8,Amazon Pay
CUST01991,45,Other,863,19,Debit Card
CUST01566,36,Other,1124,4,Amazon Pay
CUST00366,69,Other,1288,44,Cash on Delivery
CUST01089,19,Other,514,49,Cash on Delivery
CUST00470,67,M,1743,2,UPI
CUST00832,25,M,196,21,Credit Card
CUST01965,70,Other,231,4,Net Banking
CUST00580,69,M,1578,1,Credit Card
CUST00331,51,M,1226,32,Net Banking
CUST01543,44,M,608,38,Credit Card
CUST01026,67,Other,1216,8,Debit Card
CUST01760,26,Other,185,21,Cash on Delivery
CUST01161,59,Other,1509,19,Cash on Delivery
CUST01698,63,F,647,16,Debit Card
CUST00332,38,F,961,13,Credit Card
CUST01504,28,Other,1719,9,Cash on Delivery
CUST00511,22,F,1386,11,Debit Card
CUST00096,70,M,1642,23,Cash on Delivery
CUST01506,23,Other,669,48,Credit Card
CUST01756,52,Other,1785,8,Amazon Pay
CUST01418,60,Other,88,10,Amazon Pay
CUST01648,49,Other,746,30,UPI
CUST00875,59,M,1617,6,UPI
CUST01868,69,Other,303,50,Credit Card
CUST00353,24,F,712,28,UPI
CUST00457,61,F,846,19,Debit Card
CUST00763,38,F,114,31,Credit Card
CUST01501,65,F,705,3,Credit Card
CUST01807,64,M,791,34,Net Banking
CUST00704,48,M,768,33,Credit Card
CUST00423,65,Other,1195,45,Cash on Delivery
CUST01977,35,M,1430,36,UPI
CUST01707,44,M,1050,3,Credit Card
CUST01691,53,F,804,24,Credit Card
CUST00064,43,F,1337,47,Debit Card
CUST01956,45,Other,84,7,UPI
CUST00646,38,Other,1681,16,UPI
CUST01986,55,M,829,19,Debit Card
CUST01904,60,M,235,47,Credit Card
CUST01135,54,Other,1322,41,Net Banking
CUST00552,33,M,1152,49,UPI
CUST00670,65,F,331,40,Debit Card
CUST01017,37,M,530,28,Amazon Pay
CUST01820,52,M,1689,26,Credit Card
CUST01269,39,M,496,46,Debit Card
CUST01726,36,M,1559,4,Credit Card
CUST00170,66,M,57,5,Debit Card
CUST00564,53,Other,551,22,Credit Card
CUST00453,50,M,928,32,Debit Card
CUST01179,53,Other,739,37,Debit Card
CUST01164,21,Other,1729,39,Debit Card
CUST01364,38,M,1723,41,Net Banking
CUST01959,64,F,338,19,UPI
CUST01964,32,M,907,10,Amazon Pay
CUST00541,65,M,1504,50,Credit Card
CUST00044,25,F,1589,20,Net Banking
CUST00908,49,F,660,49,Debit Card
CUST01276,32,F,946,24,Net Banking
CUST00139,64,M,663,37,Debit Card
CUST00041,29,Other,145,48,Credit Card
CUST00203,52,Other,327,41,Amazon Pay
CUST00420,19,M,618,28,Amazon Pay
CUST01423,58,M,1299,4,Amazon Pay
CUST00839,65,M,1708,46,Net Banking
CUST01812,20,F,436,39,Net Banking
CUST00655,34,Other,100,29,Net Banking
CUST01157,27,M,1234,10,Amazon Pay
CUST01402,68,Other,1673,12,Cash on Delivery
CUST00120,34,M,472,4,Net Banking
CUST00843,33,M,1055,33,Net Banking
CUST01922,33,M,867,31,Net Banking
CUST01958,69,F,359,8,Credit Card
CUST01274,64,F,1111,7,Net Banking
CUST00171,61,Other,927,4,Net Banking
CUST00970,67,M,1024,9,Cash on Delivery
CUST01239,25,Other,1586,28,Debit Card
CUST01586,39,M,1465,1,Net Banking
CUST01483,50,Other,611,36,Net Banking
CUST00165,47,Other,1112,28,Cash on Delivery
CUST01683,30,F,31,43,Credit Card
CUST00968,51,Other,1158,43,Cash on Delivery
CUST01716,66,F,1197,12,Cash on Delivery
CUST01776,22,M,1020,22,Debit Card
CUST01199,28,M,465,39,Amazon Pay
CUST00504,38,F,1457,13,Net Banking
CUST00405,44,Other,1535,2,Credit Card
CUST01431,24,F,60,50,Amazon Pay
CUST00281,49,M,286,32,Credit Card
CUST00330,20,Other,1456,46,Debit Card
CUST00905,21,M,1764,25,UPI
CUST00201,39,Other,401,19,Credit Card
CUST00854,66,F,1337,4,Amazon Pay
CUST01059,68,Other,68,33,Net Banking
CUST01521,26,F,1042,3,Amazon Pay
CUST00873,34,Other,1323,37,Debit Card
CUST00196,63,Other,481,1,Net Banking
CUST00820,66,M,678,14,Credit Card
CUST00533,22,M,621,30,UPI
CUST00927,37,M,556,16,Credit Card
CUST00618,58,Other,385,25,Credit Card
CUST01591,60,F,378,8,Amazon Pay
CUST00673,38,Other,1320,8,UPI
CUST00395,35,F,215,49,Cash on Delivery
CUST00186,54,M,568,32,Amazon Pay
CUST00406,47,M,771,14,Credit Card
CUST01934,34,M,408,43,Amazon Pay
CUST00247,27,Other,1367,17,UPI
CUST00129,51,F,405,21,Credit Card
CUST01970,26,Other,1269,17,Net Banking
CUST01515,27,F,890,26,Credit Card
CUST00346,19,Other,1505,1,Net Banking
CUST01614,44,M,707,26,Credit Card
CUST00882,32,Other,1606,48,Amazon Pay
CUST01270,31,F,190,18,UPI
CUST00455,21,F,526,28,Credit Card
CUST00042,31,M,483,2,Net Banking
CUST01393,34,F,1255,29,Cash on Delivery
CUST00121,51,M,81,15,Net Banking
CUST01685,61,F,911,20,Debit Card
CUST01846,23,F,244,24,Credit Card
CUST01473,40,M,1204,10,Amazon Pay
CUST00940,41,M,680,46,UPI
CUST01694,66,F,361,25,Cash on Delivery
CUST00473,20,Other,1487,29,Credit Card
CUST00277,58,M,1125,31,Amazon Pay
CUST01721,36,M,626,32,Net Banking
CUST00659,21,F,1697,46,Debit Card
CUST01272,44,M,709,34,Credit Card
CUST01261,60,M,348,14,Debit Card
CUST01006,26,M,912,18,UPI
CUST00403,39,F,1740,40,Cash on Delivery
CUST01011,65,F,957,34,Debit Card
CUST01371,31,M,249,10,Debit Card
CUST01469,39,M,1256,23,Debit Card
CUST00807,35,Other,1703,9,Credit Card
CUST01246,34,Other,1567,22,Credit Card
CUST00206,34,Other,1732,41,Cash on Delivery
CUST00984,58,M,1358,31,UPI
CUST00476,68,Other,87,27,UPI
CUST00100,69,M,1759,3,Cash on Delivery
CUST00102,51,Other,843,18,Debit Card
CUST01421,18,F,1193,28,Cash on Delivery
CUST01159,65,F,323,43,Amazon Pay
CUST00861,50,Other,601,11,Debit Card
CUST01938,18,M,295,9,UPI
CUST00608,41,Other,1666,7,Amazon Pay
CUST01262,65,F,892,10,Net Banking
CUST00730,67,Other,1205,17,UPI
CUST00964,37,F,1619,25,Cash on Delivery
CUST00147,65,Other,770,6,Cash on Delivery
CUST00398,48,F,1558,17,Amazon Pay
CUST00063,40,Other,830,27,Net Banking
CUST00392,48,F,1679,15,Debit Card
CUST00114,35,M,513,34,Amazon Pay
CUST00310,46,F,83,39,Amazon Pay
CUST01295,22,M,1303,30,Net Banking
CUST00092,39,Other,340,46,Credit Card
CUST01328,47,F,1596,9,Net Banking
CUST01456,69,F,1362,27,Amazon Pay
CUST01127,40,Other,751,37,Debit Card
CUST01445,45,F,1160,29,Cash on Delivery
CUST00770,28,Other,210,34,Credit Card
CUST01704,61,F,331,6,Net Banking
CUST01078,19,M,1529,30,Net Banking
CUST00195,43,F,210,3,Credit Card
CUST01791,41,Other,775,9,Net Banking
CUST01739,51,Other,1602,13,Amazon Pay
CUST01892,57,F,110,45,Net Banking
CUST01139,24,M,45,40,Amazon Pay
CUST01225,51,M,1041,40,UPI
CUST01831,31,M,963,34,Net Banking
CUST00385,39,F,1539,11,UPI
CUST00285,48,Other,548,45,UPI
CUST01594,59,Other,1105,14,Credit Card
CUST00394,51,Other,662,10,UPI
CUST01917,22,F,560,43,Credit Card
CUST00497,54,Other,126,38,Amazon Pay
CUST01962,67,M,1714,42,Net Banking
CUST00818,31,F,896,6,Debit Card
CUST00399,67,M,1677,16,Amazon Pay
CUST00506,66,M,1286,41,Amazon Pay
CUST01238,65,M,46,43,Net Banking
CUST00016,48,Other,740,7,UPI
CUST01466,45,M,1586,1,Amazon Pay
CUST00910,46,F,1007,3,Cash on Delivery
CUST00697,56,Other,1375,50,Debit Card
CUST00320,21,F,1185,46,Net Banking
CUST00452,19,Other,319,19,UPI
CUST00212,61,M,1669,8,Credit Card
CUST01669,26,Other,1473,42,Debit Card
CUST00328,53,M,1060,24,Cash on Delivery
CUST01439,69,F,1686,11,Cash on Delivery
CUST01430,38,M,1332,10,Amazon Pay
CUST01291,33,F,872,43,Net Banking
CUST00795,39,F,1255,48,UPI
CUST00722,40,M,239,2,Cash on Delivery
CUST01637,50,M,754,43,UPI
CUST01782,26,Other,1692,32,Net Banking
CUST01396,19,F,777,40,Net Banking
CUST01138,48,F,274,46,Net Banking
CUST00003,20,M,554,43,UPI
CUST00312,55,F,1571,12,Net Banking
CUST00221,25,Other,122,23,Credit Card
CUST01931,59,M,324,28,Cash on Delivery
CUST01841,39,Other,1704,18,Amazon Pay
CUST00347,29,F,1008,32,Cash on Delivery
CUST00256,67,F,365,41,Net Banking
CUST00010,55,F,1105,11,Net Banking
CUST01858,55,Other,1005,26,Net Banking
CUST01581,68,Other,541,20,Cash on Delivery
CUST01083,40,F,1714,48,Cash on Delivery
CUST00688,40,Other,936,37,Debit Card
CUST00632,39,Other,1612,42,UPI
CUST00461,27,M,498,23,UPI
CUST01218,55,M,667,46,Amazon Pay
CUST00610,57,M,421,19,Credit Card
CUST00500,21,F,1568,18,UPI
CUST00065,20,M,1385,3,Net Banking
CUST01980,49,M,1166,25,UPI
CUST00166,35,F,1287,1,Amazon Pay
CUST01229,40,F,643,37,Debit Card
CUST01531,62,Other,268,48,Amazon Pay
CUST01013,19,F,655,37,UPI
CUST00231,58,M,733,24,Credit Card
CUST00773,20,M,108,13,Cash on Delivery
CUST01927,58,F,1448,15,Amazon Pay
CUST00803,59,M,173,20,Credit Card
CUST00864,38,Other,1511,33,Credit Card
CUST01536,20,Other,1405,19,Credit Card
CUST01777,65,M,640,17,Net Banking
CUST01333,34,F,1336,34,Debit Card
CUST00844,30,M,1298,34,Amazon Pay
CUST00242,46,F,900,22,UPI
CUST01838,26,F,1130,24,UPI
CUST01317,66,Other,1790,8,Cash on Delivery
CUST00788,32,Other,503,20,Debit Card
CUST01843,30,Other,1373,22,Cash on Delivery
CUST01054,63,M,1472,6,Credit Card
CUST00456,35,Other,159,4,Credit Card
CUST00946,43,M,1138,11,Amazon Pay
CUST01605,65,M,1129,5,Amazon Pay
CUST00749,63,M,843,13,Cash on Delivery
CUST00144,40,Other,1593,25,Credit Card
CUST01534,28,Other,1337,25,Net Banking
CUST00035,52,M,1631,26,Net Banking
CUST00570,50,M,594,19,Net Banking
CUST00401,31,F,111,30,Credit Card
CUST00388,35,M,1588,1,Credit Card
CUST01528,36,Other,1019,19,Amazon Pay
CUST01250,54,M,854,40,Cash on Delivery
CUST00356,63,F,843,4,Cash on Delivery
CUST00527,64,F,533,43,UPI
CUST00753,32,Other,1679,43,Credit Card
CUST01719,63,Other,71,42,Cash on Delivery
CUST00695,66,Other,1777,25,Cash on Delivery
CUST01598,23,F,906,48,Amazon Pay
CUST00493,31,M,622,38,Amazon Pay
CUST00633,50,F,1577,16,Cash on Delivery
CUST01132,43,Other,1539,35,Net Banking
CUST01023,40,F,1343,16,Net Banking
CUST01009,57,F,1428,27,UPI
CUST01066,54,M,1276,49,Amazon Pay
CUST01067,54,F,1209,31,Amazon Pay
CUST01322,50,M,206,45,UPI
CUST00519,33,Other,275,1,Debit Card
CUST01189,50,Other,109,1,UPI
CUST01675,35,F,1017,10,Credit Card
CUST00267,60,M,1010,18,Amazon Pay
CUST00525,59,F,544,48,Debit Card
CUST00683,28,Other,362,12,Amazon Pay
CUST00071,54,M,1290,50,Amazon Pay
CUST00416,19,F,1764,33,Debit Card
CUST00018,53,F,384,42,Amazon Pay
CUST00155,66,M,1299,3,Debit Card
CUST01724,33,F,1635,27,Net Banking
CUST00965,27,M,1117,30,Debit Card
CUST00262,70,Other,191,2,Cash on Delivery
CUST01007,41,M,142,47,Debit Card
CUST00361,52,M,1545,30,Net Banking
CUST00936,62,F,495,8,Cash on Delivery
CUST00664,30,M,1004,19,Amazon Pay
CUST01647,38,F,1279,36,Net Banking
CUST01827,57,F,383,2,Credit Card
CUST01568,45,M,1607,24,Credit Card
CUST01137,58,F,1720,10,Net Banking
CUST00321,52,Other,1394,1,Cash on Delivery
CUST00988,34,M,1275,12,Debit Card
CUST00028,41,M,1466,19,UPI
CUST01008,32,F,487,34,Debit Card
CUST00621,69,F,1535,48,Credit Card
CUST00635,48,F,1558,4,UPI
CUST01079,51,M,891,12,Debit Card
CUST00008,20,Other,1194,31,Debit Card
CUST00460,56,F,1081,24,UPI
CUST00587,30,M,864,39,Cash on Delivery
CUST00440,19,Other,307,17,UPI
CUST01903,56,M,162,21,Credit Card
CUST01788,30,Other,540,23,UPI
CUST01228,35,F,1123,8,Amazon Pay
CUST01245,52,M,1373,22,Net Banking
CUST01461,27,F,615,3,Debit Card
CUST01039,39,F,1689,35,Cash on Delivery
CUST01097,53,M,547,33,Net Banking
CUST00421,67,Other,262,10,Cash on Delivery
CUST01397,61,F,1145,2,Net Banking
CUST01057,38,F,1291,38,Amazon Pay
CUST01887,47,M,871,13,Credit Card
CUST00912,51,M,1717,6,UPI
CUST01376,19,M,258,24,Credit Card
CUST01602,57,Other,713,10,Cash on Delivery
CUST00790,36,Other,1163,39,UPI
CUST00676,38,M,1801,11,Net Banking
CUST00391,45,F,1407,26,Amazon Pay
CUST00179,45,F,69,40,Cash on Delivery
CUST00287,39,Other,1282,36,UPI
CUST01871,40,M,339,41,Net Banking
CUST01781,64,Other,1419,44,Net Banking
CUST00105,20,F,810,10,Credit Card
CUST00539,25,M,1584,23,Amazon Pay
CUST01823,41,Other,196,42,Credit Card
CUST00885,47,M,300,34,Debit Card
CUST01184,43,M,1635,6,Debit Card
CUST01325,61,F,1418,19,Debit Card
CUST01014,23,M,162,38,Net Banking
CUST00292,69,Other,888,3,Amazon Pay
CUST01628,24,F,1585,38,UPI
CUST01559,31,M,352,29,Net Banking
CUST01488,41,F,1053,39,UPI
CUST00598,63,F,457,6,Amazon Pay
CUST00777,67,M,427,50,Cash on Delivery
CUST00318,25,Other,1201,12,Cash on Delivery
CUST00705,24,M,38,9,Amazon Pay
CUST00857,41,Other,1317,13,Amazon Pay
CUST00159,41,M,1553,35,Credit Card
CUST01288,44,F,422,46,Amazon Pay
CUST01372,53,F,828,17,UPI
CUST00384,55,F,1813,25,Net Banking
CUST00490,31,M,1594,6,Credit Card
CUST01154,40,F,226,7,Cash on Delivery
CUST00594,47,Other,1055,24,Debit Card
CUST01120,57,F,895,17,Debit Card
CUST00558,58,F,1658,37,Credit Card
CUST00930,24,Other,1690,34,Amazon Pay
CUST01730,45,M,911,1,Debit Card
CUST01601,58,Other,1252,42,Amazon Pay
CUST00202,20,F,396,40,Net Banking
CUST00985,48,M,233,5,Amazon Pay
CUST01448,27,Other,1259,42,UPI
CUST01038,29,F,1824,29,UPI
CUST01129,49,F,1063,42,UPI
CUST01399,57,F,569,49,Debit Card
CUST01349,24,Other,285,15,UPI
CUST00156,19,M,238,49,Cash on Delivery
CUST00436,47,Other,1636,17,Net Banking
CUST01296,32,M,1040,16,Amazon Pay
CUST01997,67,Other,1512,5,Cash on Delivery
CUST00810,26,F,1635,19,Net Banking
CUST00301,52,Other,716,26,Amazon Pay
CUST00819,30,M,509,9,Credit Card
CUST01070,33,F,291,21,Debit Card
CUST02000,30,F,1087,36,Cash on Delivery
CUST01612,65,M,1627,6,Credit Card
CUST00307,27,M,1239,32,Debit Card
CUST00677,55,Other,1220,6,Cash on Delivery
CUST01505,53,Other,1675,36,Credit Card
CUST01455,44,Other,719,36,Amazon Pay
CUST01629,25,M,1567,7,Net Banking
CUST01190,46,F,139,15,Amazon Pay
CUST01297,31,M,854,19,Net Banking
CUST00540,48,Other,1329,3,UPI
CUST01905,60,M,1679,35,Cash on Delivery
CUST00400,33,Other,606,39,Credit Card
CUST01193,18,F,1635,28,Cash on Delivery
CUST00323,43,Other,811,44,Net Banking
CUST00591,58,M,914,32,Debit Card
CUST01862,19,F,1756,17,Debit Card
CUST01029,44,M,293,47,Debit Card
CUST01661,30,Other,586,49,Cash on Delivery
CUST01134,22,Other,583,32,Amazon Pay
CUST00426,23,M,463,10,Net Banking
CUST01751,68,F,416,4,Credit Card
CUST00274,53,F,1060,9,Cash on Delivery
CUST01185,47,F,567,49,Net Banking
CUST00690,31,Other,490,47,Credit Card
CUST00148,33,Other,60,41,Credit Card
