product_id,brand,seller_id,stock_quantity,avg_rating,num_reviews
PROD04973,Brand_G,SELLER049,207,3.8,2458
PROD00283,Brand_G,SELLER077,910,4.3,548
PROD00039,Brand_E,SELLER086,961,2.7,953
PROD01376,Brand_C,SELLER063,784,4.5,1341
PROD02922,Brand_C,SELLER067,863,4.9,3327
PROD03368,Brand_H,SELLER051,142,3.5,183
PROD02746,Brand_C,SELLER097,850,2.9,4853
PROD03069,Brand_A,SELLER037,958,2.6,1134
PROD04267,Brand_C,SELLER040,104,4.0,2779
PROD04272,Brand_G,SELLER054,826,3.2,1102
PROD00656,Brand_G,SELLER044,272,3.0,4142
PROD03502,Brand_G,SELLER007,228,2.9,2754
PROD03845,Brand_A,SELLER064,523,4.2,3296
PROD03157,Brand_G,SELLER057,253,2.7,1231
PROD04933,Brand_F,SELLER068,932,4.2,3197
PROD02072,Brand_D,SELLER083,49,4.0,3794
PROD03261,Brand_E,SELLER020,831,3.7,1592
PROD00895,Brand_F,SELLER086,30,2.5,1826
PROD00078,Brand_E,SELLER018,984,4.7,2967
PROD02758,Brand_A,SELLER078,577,2.7,3812
PROD01138,Brand_H,SELLER046,68,3.0,404
PROD02951,Brand_A,SELLER005,235,4.9,4933
PROD02408,Brand_C,SELLER035,30,2.8,3774
PROD01994,Brand_E,SELLER047,235,3.8,1792
PROD01009,Brand_F,SELLER030,590,2.9,3269
PROD00948,Brand_C,SELLER095,545,4.3,2710
PROD04388,Brand_C,SELLER001,791,3.5,2954
PROD02432,Brand_B,SELLER020,67,4.1,287
PROD03086,Brand_A,SELLER007,592,4.4,3877
PROD00177,Brand_D,SELLER001,428,3.4,611
PROD02650,Brand_A,SELLER019,237,4.2,3213
PROD00075,Brand_B,SELLER076,7,4.1,4792
PROD02255,Brand_B,SELLER091,505,3.6,4214
PROD04857,Brand_G,SELLER072,675,3.6,1610
PROD00720,Brand_C,SELLER027,697,5.0,686
PROD01146,Brand_C,SELLER020,121,2.6,4494
PROD01100,Brand_F,SELLER039,145,3.7,4950
PROD02083,Brand_G,SELLER099,639,4.8,642
PROD02592,Brand_G,SELLER091,263,2.9,4696
PROD01199,Brand_B,SELLER050,881,4.0,4261
PROD00783,Brand_D,SELLER019,258,2.5,1419
PROD02123,Brand_G,SELLER066,885,2.8,3329
PROD02900,Brand_D,SELLER088,707,3.2,712
PROD01967,Brand_A,SELLER010,138,4.3,1002
PROD04362,Brand_C,SELLER044,473,3.9,4386
PROD04289,Brand_H,SELLER019,740,3.4,1519
PROD02047,Brand_G,SELLER012,180,4.2,4741
PROD00472,Brand_D,SELLER089,287,4.0,3154
PROD00695,Brand_B,SELLER003,103,3.0,4320
PROD03509,Brand_B,SELLER041,290,3.8,1994
PROD00330,Brand_F,SELLER001,892,3.6,1460
PROD02662,Brand_F,SELLER016,633,3.8,2198
PROD01938,Brand_A,SELLER002,550,4.7,642
PROD00943,Brand_G,SELLER067,617,2.5,1490
PROD03288,Brand_B,SELLER061,151,4.7,1441
PROD01817,Brand_H,SELLER058,120,3.5,443
PROD01489,Brand_H,SELLER068,457,4.6,899
PROD02494,Brand_G,SELLER076,987,4.9,2257
PROD00715,Brand_H,SELLER038,233,4.0,4369
PROD03956,Brand_C,SELLER069,382,4.4,833
PROD04207,Brand_H,SELLER074,189,3.9,163
PROD04201,Brand_A,SELLER066,70,4.5,3216
PROD01214,Brand_D,SELLER034,463,4.0,3659
PROD02659,Brand_D,SELLER005,330,3.7,2902
PROD04765,Brand_G,SELLER095,743,4.4,3868
PROD01548,Brand_F,SELLER088,118,4.1,3866
PROD03298,Brand_D,SELLER050,170,3.0,1976
PROD04913,Brand_E,SELLER035,683,3.1,4500
PROD01998,Brand_E,SELLER085,690,3.4,1429
PROD03158,Brand_E,SELLER059,430,4.0,4230
PROD00970,Brand_H,SELLER097,91,2.8,2084
PROD03943,Brand_D,SELLER063,27,4.9,3554
PROD03456,Brand_B,SELLER045,938,4.8,2543
PROD02957,Brand_H,SELLER072,134,4.9,3368
PROD03480,Brand_A,SELLER005,55,4.1,4562
PROD01227,Brand_A,SELLER002,408,3.5,2806
PROD04123,Brand_B,SELLER074,801,3.7,2885
PROD04273,Brand_F,SELLER053,355,4.8,1817
PROD03117,Brand_B,SELLER064,765,4.2,77
PROD00536,Brand_A,SELLER027,164,5.0,1923
PROD02529,Brand_B,SELLER031,574,2.5,289
PROD00828,Brand_C,SELLER094,819,2.8,4958
PROD01154,Brand_A,SELLER031,980,4.5,2917
PROD00325,Brand_D,SELLER026,313,3.9,3840
PROD00468,Brand_F,SELLER096,89,2.8,3006
PROD00766,Brand_E,SELLER042,959,2.8,2184
PROD02600,Brand_E,SELLER058,535,4.2,1036
PROD00257,Brand_H,SELLER076,659,4.0,1843
PROD02244,Brand_F,SELLER050,400,2.9,4052
PROD00031,Brand_A,SELLER003,535,4.6,4441
PROD04726,Brand_H,SELLER025,898,3.8,3966
PROD02752,Brand_C,SELLER035,377,5.0,4989
PROD00718,Brand_F,SELLER027,458,4.0,4320
PROD01736,Brand_G,SELLER013,47,3.4,1989
PROD01835,Brand_D,SELLER100,633,2.8,1814
PROD04915,Brand_B,SELLER091,776,3.9,346
PROD04238,Brand_B,SELLER023,754,2.8,2359
PROD00765,Brand_G,SELLER002,559,4.8,1490
PROD01006,Brand_C,SELLER038,890,3.7,3596
PROD03986,Brand_A,SELLER079,11,2.9,2553
PROD00961,Brand_B,SELLER028,371,3.6,3548
PROD00941,Brand_D,SELLER075,607,4.4,4062
PROD03997,Brand_D,SELLER045,797,4.9,3168
PROD03682,Brand_F,SELLER003,365,4.7,3840
PROD00596,Brand_G,SELLER032,921,4.9,1410
PROD03159,Brand_D,SELLER046,934,3.1,4811
PROD01624,Brand_C,SELLER095,240,2.8,40
PROD04717,Brand_F,SELLER078,384,4.7,3757
PROD02833,Brand_G,SELLER076,756,4.2,4973
PROD00086,Brand_B,SELLER043,565,3.2,2510
PROD00908,Brand_F,SELLER033,664,3.6,822
PROD04786,Brand_D,SELLER001,425,3.4,240
PROD00679,Brand_G,SELLER092,271,4.6,1570
PROD01710,Brand_B,SELLER007,343,3.9,37
PROD03776,Brand_G,SELLER044,385,3.9,4990
PROD03530,Brand_F,SELLER051,95,4.4,94
PROD03315,Brand_D,SELLER070,722,4.0,1000
PROD01517,Brand_C,SELLER072,962,3.6,352
PROD03506,Brand_H,SELLER092,856,3.7,4762
PROD04648,Brand_D,SELLER064,550,2.5,1105
PROD02002,Brand_A,SELLER081,385,4.1,1761
PROD02714,Brand_G,SELLER012,441,4.5,928
PROD04088,Brand_G,SELLER072,288,4.7,1854
PROD02319,Brand_F,SELLER030,131,4.5,3168
PROD04594,Brand_D,SELLER075,498,2.6,1796
PROD00804,Brand_B,SELLER088,922,3.3,2291
PROD01635,Brand_C,SELLER010,836,4.1,1561
PROD03837,Brand_A,SELLER083,241,4.5,1284
PROD01988,Brand_E,SELLER002,882,2.7,1324
PROD02214,Brand_B,SELLER050,532,5.0,794
PROD04605,Brand_D,SELLER032,714,5.0,726
PROD01254,Brand_E,SELLER026,210,3.9,2600
PROD01508,Brand_H,SELLER072,765,2.5,4137
PROD02372,Brand_F,SELLER046,451,3.5,2807
PROD00091,Brand_C,SELLER048,929,4.2,3026
PROD04789,Brand_E,SELLER037,443,3.0,3139
PROD01939,Brand_D,SELLER036,134,4.2,2166
PROD00199,Brand_A,SELLER031,498,4.0,3899
PROD04086,Brand_F,SELLER086,667,4.8,2132
PROD02360,Brand_C,SELLER038,374,4.5,1667
PROD02138,Brand_D,SELLER019,531,2.6,3319
PROD01061,Brand_H,SELLER020,407,3.4,1214
PROD04377,Brand_F,SELLER090,253,4.4,1978
PROD00967,Brand_F,SELLER066,890,3.8,498
PROD00466,Brand_A,SELLER052,28,3.6,3994
PROD00630,Brand_C,SELLER019,229,4.7,307
PROD00294,Brand_H,SELLER068,770,3.8,1528
PROD03146,Brand_H,SELLER069,655,2.7,2091
PROD00213,Brand_D,SELLER030,988,2.7,583
PROD03798,Brand_B,SELLER032,744,3.8,576
PROD02048,Brand_A,SELLER060,719,3.4,2902
PROD03636,Brand_E,SELLER018,580,4.9,2989
PROD00525,Brand_F,SELLER060,642,2.9,1713
PROD04751,Brand_C,SELLER015,262,3.3,1028
PROD00635,Brand_A,SELLER002,482,4.5,2620
PROD01761,Brand_C,SELLER070,518,3.5,536
PROD00422,Brand_E,SELLER014,324,4.9,1169
PROD01892,Brand_G,SELLER085,988,4.9,2193
PROD01883,Brand_E,SELLER029,385,2.6,524
PROD00197,Brand_B,SELLER092,962,3.1,2823
PROD04846,Brand_A,SELLER098,812,5.0,4829
PROD01248,Brand_E,SELLER099,149,3.7,2407
PROD00396,Brand_A,SELLER076,314,4.2,338
PROD00815,Brand_C,SELLER047,627,4.7,2516
PROD01156,Brand_G,SELLER008,454,4.6,2214
PROD04268,Brand_G,SELLER052,494,4.5,1398
PROD01823,Brand_B,SELLER063,984,3.3,1036
PROD01560,Brand_F,SELLER096,849,2.6,4457
PROD01533,Brand_B,SELLER099,212,3.0,4985
PROD02156,Brand_E,SELLER051,213,3.4,24
PROD02613,Brand_F,SELLER005,724,3.4,4669
PROD02648,Brand_G,SELLER035,829,2.9,2780
PROD02528,Brand_B,SELLER035,647,4.4,809
PROD02890,Brand_B,SELLER063,369,2.7,1590
PROD03387,Brand_C,SELLER091,366,3.4,2593
PROD02026,Brand_B,SELLER070,736,2.6,1991
PROD04438,Brand_B,SELLER064,987,4.8,2723
PROD00817,Brand_E,SELLER081,255,2.6,4849
PROD03225,Brand_A,SELLER040,390,2.8,4127
PROD00686,Brand_F,SELLER045,651,3.8,1225
PROD02065,Brand_A,SELLER059,453,3.3,745
PROD02637,Brand_H,SELLER002,35,4.7,4415
PROD00320,Brand_A,SELLER095,404,3.4,3277
PROD03045,Brand_G,SELLER009,520,3.9,1018
PROD01346,Brand_G,SELLER054,505,4.1,694
PROD02712,Brand_F,SELLER044,401,2.7,577
PROD03304,Brand_G,SELLER034,350,4.6,2067
PROD03879,Brand_C,SELLER042,829,4.9,760
PROD03485,Brand_H,SELLER021,686,3.4,1694
PROD01753,Brand_E,SELLER065,850,4.1,2217
PROD03819,Brand_E,SELLER055,77,3.1,4608
PROD02691,Brand_A,SELLER064,734,3.5,2312
PROD04688,Brand_D,SELLER025,773,2.5,970
PROD01079,Brand_D,SELLER067,821,2.7,3145
PROD02258,Brand_H,SELLER023,208,3.4,3133
PROD00708,Brand_B,SELLER094,607,4.7,2768
PROD03108,Brand_B,SELLER018,841,4.0,3729
PROD02168,Brand_A,SELLER087,773,3.5,1197
PROD01700,Brand_B,SELLER060,793,2.6,3181
PROD03096,Brand_D,SELLER063,247,2.7,3830
PROD03825,Brand_G,SELLER052,685,3.6,3015
PROD02768,Brand_C,SELLER007,514,3.9,1479
PROD04294,Brand_D,SELLER099,235,3.5,855
PROD00007,Brand_G,SELLER084,767,4.6,2275
PROD01306,Brand_F,SELLER071,739,4.4,2830
PROD02608,Brand_C,SELLER053,325,3.0,241
PROD01927,Brand_F,SELLER029,406,2.8,1265
PROD01474,Brand_B,SELLER075,585,2.6,2357
PROD02837,Brand_A,SELLER036,287,4.4,4816
PROD02482,Brand_B,SELLER038,487,3.3,655
PROD01232,Brand_E,SELLER002,447,3.2,1306
PROD03026,Brand_G,SELLER024,441,3.3,3159
PROD04353,Brand_G,SELLER001,253,2.5,3055
PROD02676,Brand_A,SELLER039,567,3.8,342
PROD03551,Brand_E,SELLER027,67,2.6,1043
PROD02268,Brand_G,SELLER072,681,3.6,214
PROD02607,Brand_G,SELLER078,68,4.1,2331
PROD04569,Brand_B,SELLER071,995,2.7,1514
PROD00265,Brand_B,SELLER079,692,2.5,4542
PROD02881,Brand_B,SELLER017,336,3.0,3438
PROD01732,Brand_E,SELLER072,345,4.9,84
PROD00866,Brand_H,SELLER089,70,3.0,4865
PROD00028,Brand_B,SELLER048,252,3.8,4259
PROD04124,Brand_H,SELLER096,150,3.8,1393
PROD01323,Brand_B,SELLER013,377,3.6,1618
PROD04942,Brand_F,SELLER058,485,3.8,1402
PROD00057,Brand_C,SELLER032,102,2.8,4311
PROD00490,Brand_C,SELLER043,959,4.5,3075
PROD02784,Brand_F,SELLER031,305,3.8,2085
PROD02806,Brand_B,SELLER057,142,2.9,1998
PROD03148,Brand_F,SELLER081,811,3.6,2251
PROD04810,Brand_C,SELLER096,278,4.2,4775
PROD02805,Brand_H,SELLER028,517,3.5,1931
PROD02979,Brand_B,SELLER047,109,4.3,603
PROD02008,Brand_E,SELLER082,959,4.0,2803
PROD01999,Brand_A,SELLER003,565,3.9,1386
PROD00819,Brand_F,SELLER063,928,3.9,491
PROD03336,Brand_G,SELLER026,967,2.8,1952
PROD02496,Brand_G,SELLER005,925,3.1,378
PROD04994,Brand_H,SELLER030,194,3.6,2031
PROD01874,Brand_F,SELLER002,897,3.8,2327
PROD00047,Brand_G,SELLER079,404,4.9,2628
PROD02415,Brand_E,SELLER003,876,4.3,4123
PROD01992,Brand_B,SELLER036,802,3.4,1707
PROD02808,Brand_D,SELLER017,110,4.8,310
PROD04703,Brand_B,SELLER028,741,2.7,1026
PROD00550,Brand_H,SELLER070,754,2.6,3043
PROD01247,Brand_A,SELLER070,781,3.9,4378
PROD01846,Brand_D,SELLER064,434,3.4,4032
PROD01689,Brand_B,SELLER085,48,3.7,861
PROD01338,Brand_D,SELLER080,667,3.1,2902
PROD02596,Brand_B,SELLER084,653,3.7,3603
PROD02906,Brand_D,SELLER084,609,4.6,4596
PROD00372,Brand_B,SELLER068,996,4.7,3763
PROD03399,Brand_G,SELLER063,29,4.5,318
PROD02173,Brand_G,SELLER023,451,2.9,3416
PROD04303,Brand_E,SELLER032,787,3.2,4653
PROD03608,Brand_D,SELLER056,882,4.5,1925
PROD01608,Brand_C,SELLER028,717,2.7,3043
PROD01513,Brand_F,SELLER024,174,3.8,180
PROD00281,Brand_D,SELLER070,844,3.4,4914
PROD01539,Brand_H,SELLER096,266,4.3,3516
PROD02794,Brand_C,SELLER033,677,2.9,2888
PROD00775,Brand_E,SELLER004,882,2.6,4145
PROD01597,Brand_G,SELLER049,822,2.7,2358
PROD04349,Brand_G,SELLER030,673,4.8,4757
PROD03194,Brand_D,SELLER071,577,3.4,2604
PROD01711,Brand_C,SELLER098,885,3.2,4296
PROD02037,Brand_D,SELLER079,88,4.2,4160
PROD00089,Brand_B,SELLER026,624,4.4,3863
PROD02093,Brand_B,SELLER079,868,4.3,315
PROD00862,Brand_H,SELLER036,384,4.9,1670
PROD01814,Brand_C,SELLER033,940,3.6,4423
PROD02955,Brand_H,SELLER083,722,4.0,2022
PROD00211,Brand_B,SELLER065,864,3.6,4578
PROD02038,Brand_C,SELLER046,81,2.7,4215
PROD01410,Brand_B,SELLER058,395,3.1,414
PROD01657,Brand_E,SELLER068,280,4.5,2125
PROD04587,Brand_A,SELLER055,516,4.3,2566
PROD00849,Brand_G,SELLER045,773,3.6,1778
PROD04249,Brand_A,SELLER044,700,4.3,4512
PROD04410,Brand_F,SELLER060,318,2.9,3948
PROD00436,Brand_F,SELLER045,59,3.7,3878
PROD02904,Brand_C,SELLER052,270,4.7,2501
PROD02708,Brand_E,SELLER027,814,3.6,4492
PROD01321,Brand_A,SELLER025,455,2.8,2483
PROD03124,Brand_C,SELLER037,507,4.1,3664
PROD01857,Brand_B,SELLER042,774,3.3,4815
PROD04335,Brand_D,SELLER100,890,3.6,409
PROD02829,Brand_G,SELLER062,845,4.9,2389
PROD02860,Brand_B,SELLER069,500,4.2,3891
PROD04543,Brand_E,SELLER001,780,3.7,8
PROD00746,Brand_C,SELLER069,907,2.9,4742
PROD03565,Brand_G,SELLER068,592,3.9,3068
PROD04322,Brand_C,SELLER073,693,4.9,58
PROD00430,Brand_E,SELLER064,345,3.6,4704
PROD01668,Brand_F,SELLER085,639,3.6,1417
PROD03046,Brand_D,SELLER067,695,2.7,4967
PROD03353,Brand_C,SELLER035,184,4.8,4519
PROD03680,Brand_A,SELLER003,787,5.0,1634
PROD03263,Brand_D,SELLER043,374,4.2,1786
PROD00293,Brand_C,SELLER088,759,2.9,109
PROD03622,Brand_D,SELLER048,713,2.7,3174
PROD00463,Brand_D,SELLER022,919,3.2,1623
PROD04562,Brand_A,SELLER035,546,4.0,890
PROD00049,Brand_D,SELLER035,58,5.0,4040
PROD03684,Brand_C,SELLER036,271,2.9,4386
PROD03183,Brand_E,SELLER052,495,4.1,2823
PROD03423,Brand_A,SELLER040,41,4.0,1134
PROD01565,Brand_H,SELLER084,802,3.9,2593
PROD02461,Brand_D,SELLER012,951,3.8,3791
PROD01412,Brand_D,SELLER017,720,3.6,2626
PROD03659,Brand_D,SELLER075,808,2.8,876
PROD04525,Brand_D,SELLER034,191,4.0,4280
PROD00164,Brand_A,SELLER030,564,4.6,2269
PROD01106,Brand_A,SELLER068,928,4.7,772
PROD00131,Brand_C,SELLER046,635,3.2,2192
PROD02512,Brand_D,SELLER077,693,2.6,2996
PROD04526,Brand_C,SELLER051,402,4.3,4734
PROD00877,Brand_A,SELLER028,23,3.9,287
PROD04774,Brand_B,SELLER072,783,3.6,2134
PROD01723,Brand_G,SELLER095,42,3.6,4362
PROD00502,Brand_B,SELLER053,953,2.7,4213
PROD01866,Brand_E,SELLER056,578,3.5,2451
PROD00530,Brand_F,SELLER076,170,4.0,3376
PROD03693,Brand_C,SELLER067,88,4.8,645
PROD03782,Brand_B,SELLER055,532,3.0,2284
PROD03273,Brand_H,SELLER040,417,3.0,416
PROD01297,Brand_B,SELLER032,773,2.7,2606
PROD02649,Brand_F,SELLER046,428,4.1,1785
PROD02545,Brand_B,SELLER011,112,3.3,2237
PROD03032,Brand_D,SELLER027,374,2.6,2292
PROD01876,Brand_D,SELLER068,696,5.0,3409
PROD00667,Brand_D,SELLER082,544,4.9,2389
PROD01830,Brand_H,SELLER054,790,4.9,1172
PROD02422,Brand_C,SELLER076,687,3.2,3109
PROD00209,Brand_C,SELLER044,93,2.5,4466
PROD04466,Brand_F,SELLER017,16,4.3,4867
PROD03922,Brand_D,SELLER021,582,3.4,3453
PROD04506,Brand_C,SELLER079,76,4.9,1874
PROD00061,Brand_G,SELLER092,537,4.4,310
PROD02338,Brand_H,SELLER095,802,4.7,2345
PROD04860,Brand_C,SELLER049,682,3.8,3443
PROD03184,Brand_H,SELLER036,814,3.0,4047
PROD03421,Brand_G,SELLER009,460,4.8,2708
PROD00923,Brand_A,SELLER039,357,4.8,918
PROD03543,Brand_F,SELLER010,202,4.3,1524
PROD00200,Brand_H,SELLER064,356,4.5,2312
PROD02348,Brand_C,SELLER044,156,4.3,0
PROD03292,Brand_D,SELLER072,874,4.6,4482
PROD00917,Brand_F,SELLER076,185,4.6,3910
PROD04493,Brand_H,SELLER009,64,2.7,4923
PROD00005,Brand_F,SELLER046,69,4.2,149
PROD02812,Brand_B,SELLER033,753,3.3,1900
PROD00255,Brand_F,SELLER096,769,3.8,1
PROD03891,Brand_E,SELLER019,917,4.6,3167
PROD03697,Brand_B,SELLER006,377,3.0,1572
PROD03180,Brand_E,SELLER100,136,3.4,1475
PROD01269,Brand_B,SELLER029,543,2.8,3024
PROD04042,Brand_B,SELLER071,295,2.6,755
PROD00548,Brand_C,SELLER070,12,4.7,3674
PROD02179,Brand_G,SELLER094,76,2.8,3955
PROD01413,Brand_G,SELLER056,436,4.5,2306
PROD03388,Brand_B,SELLER020,394,3.5,517
PROD01841,Brand_E,SELLER042,716,3.8,872
PROD04602,Brand_E,SELLER080,342,3.0,2656
PROD04190,Brand_F,SELLER029,247,3.1,4940
PROD04870,Brand_C,SELLER013,543,4.9,3576
PROD01141,Brand_F,SELLER040,670,3.6,1114
PROD01500,Brand_D,SELLER015,298,3.3,1349
PROD02069,Brand_E,SELLER077,709,3.4,3590
PROD02273,Brand_E,SELLER008,330,4.0,2935
PROD02329,Brand_C,SELLER096,833,4.4,34
PROD00143,Brand_D,SELLER047,119,2.8,3651
PROD00880,Brand_C,SELLER086,16,4.0,2033
PROD03115,Brand_D,SELLER013,475,4.4,378
PROD00634,Brand_D,SELLER049,908,2.6,1067
PROD03475,Brand_D,SELLER028,161,3.0,4990
PROD00394,Brand_A,SELLER017,401,4.7,1328
PROD01877,Brand_B,SELLER025,804,4.2,3873
PROD01601,Brand_D,SELLER017,64,4.2,2286
PROD02667,Brand_G,SELLER063,57,4.6,4020
PROD03789,Brand_G,SELLER090,351,2.8,2786
PROD04509,Brand_C,SELLER032,591,4.3,4308
PROD01035,Brand_C,SELLER008,949,3.0,3140
PROD01766,Brand_G,SELLER061,279,4.0,3109
PROD03044,Brand_E,SELLER047,702,4.5,1477
PROD04601,Brand_F,SELLER100,801,4.0,3218
PROD02189,Brand_C,SELLER091,870,5.0,3543
PROD04043,Brand_A,SELLER002,91,4.5,1783
PROD01854,Brand_H,SELLER043,301,3.8,9
PROD01987,Brand_B,SELLER052,193,4.3,4306
PROD02524,Brand_D,SELLER071,834,4.8,1521
PROD00825,Brand_B,SELLER075,732,2.8,1117
PROD02388,Brand_F,SELLER041,897,3.5,3847
PROD03202,Brand_F,SELLER019,181,3.3,3740
PROD04218,Brand_F,SELLER077,249,4.0,3167
PROD03425,Brand_F,SELLER046,611,3.9,662
PROD01034,Brand_F,SELLER027,219,2.7,4427
PROD00278,Brand_A,SELLER087,977,3.8,4728
PROD02651,Brand_A,SELLER056,233,4.6,241
PROD00365,Brand_H,SELLER038,576,3.1,430
PROD00318,Brand_B,SELLER096,884,2.7,2383
PROD04385,Brand_A,SELLER060,324,3.5,4683
PROD02395,Brand_E,SELLER058,340,3.5,1763
PROD02919,Brand_E,SELLER046,612,3.7,4475
PROD04382,Brand_E,SELLER009,260,4.0,28
PROD00549,Brand_A,SELLER043,398,3.1,3565
PROD00141,Brand_B,SELLER073,424,4.6,2938
PROD02116,Brand_C,SELLER049,254,3.0,841
PROD00763,Brand_B,SELLER004,914,2.8,4232
PROD02552,Brand_G,SELLER082,367,3.7,4949
PROD01122,Brand_H,SELLER030,264,2.6,3462
PROD04036,Brand_A,SELLER083,567,2.6,4127
PROD02797,Brand_F,SELLER094,801,3.5,1625
PROD02894,Brand_E,SELLER028,985,5.0,3629
PROD04295,Brand_G,SELLER063,244,5.0,3284
PROD01838,Brand_B,SELLER100,412,4.6,733
PROD01977,Brand_H,SELLER073,292,3.0,994
PROD01585,Brand_H,SELLER015,348,2.7,2088
PROD00376,Brand_A,SELLER039,241,2.5,1732
PROD02101,Brand_H,SELLER056,989,3.1,4598
PROD04902,Brand_F,SELLER080,697,3.0,1645
PROD04127,Brand_G,SELLER062,877,3.5,1094
PROD04684,Brand_A,SELLER067,509,4.5,1431
PROD00063,Brand_G,SELLER066,299,4.5,34
PROD01362,Brand_B,SELLER023,287,4.9,2110
PROD01108,Brand_C,SELLER099,265,3.9,4927
PROD02128,Brand_G,SELLER012,998,4.3,3986
PROD00657,Brand_A,SELLER026,365,3.6,2749
PROD01352,Brand_H,SELLER001,953,2.9,3736
PROD03106,Brand_G,SELLER041,343,3.3,633
PROD04108,Brand_D,SELLER080,756,3.5,2641
PROD02013,Brand_B,SELLER083,9,2.5,2803
PROD02635,Brand_G,SELLER074,435,2.6,4264
PROD03361,Brand_A,SELLER053,427,4.7,1551
PROD02194,Brand_H,SELLER057,815,4.4,2838
PROD03098,Brand_A,SELLER033,805,3.5,4357
PROD04682,Brand_G,SELLER085,837,3.8,3543
PROD02064,Brand_H,SELLER091,933,3.0,3155
PROD03024,Brand_F,SELLER070,759,5.0,2830
PROD01771,Brand_H,SELLER052,581,5.0,4100
PROD04311,Brand_B,SELLER003,29,4.2,561
PROD03332,Brand_A,SELLER030,363,3.5,928
PROD00218,Brand_H,SELLER059,209,4.6,1601
PROD02162,Brand_C,SELLER028,75,3.6,440
PROD01010,Brand_E,SELLER035,10,4.6,1956
PROD01292,Brand_D,SELLER064,308,3.5,1275
PROD01066,Brand_D,SELLER084,950,4.6,1991
PROD03495,Brand_B,SELLER076,555,3.1,166
PROD03478,Brand_E,SELLER064,950,3.0,1513
PROD01945,Brand_G,SELLER068,483,3.3,2393
PROD04962,Brand_A,SELLER073,929,3.3,4891
PROD04693,Brand_G,SELLER056,115,4.8,3615
PROD00844,Brand_C,SELLER029,977,3.0,1976
PROD03341,Brand_H,SELLER049,60,3.9,40
PROD02536,Brand_G,SELLER017,459,4.7,1635
PROD02824,Brand_A,SELLER095,185,4.1,4444
PROD01194,Brand_D,SELLER044,54,3.3,1643
PROD02228,Brand_C,SELLER097,140,3.5,344
PROD03172,Brand_A,SELLER082,721,4.3,3701
PROD00600,Brand_H,SELLER074,402,4.7,3446
PROD00413,Brand_G,SELLER056,859,4.5,3689
PROD03373,Brand_F,SELLER078,480,4.4,119
PROD02159,Brand_C,SELLER044,258,4.5,857
PROD03828,Brand_F,SELLER058,490,2.9,3198
PROD02604,Brand_A,SELLER078,621,4.8,88
PROD02647,Brand_G,SELLER024,699,4.3,2734
PROD04393,Brand_A,SELLER016,166,4.1,2419
PROD01898,Brand_B,SELLER088,433,2.6,2197
PROD04462,Brand_C,SELLER052,236,3.2,1594
PROD03082,Brand_A,SELLER062,983,4.7,1586
PROD04417,Brand_H,SELLER035,138,3.6,2522
PROD03742,Brand_C,SELLER100,294,3.7,2142
PROD00689,Brand_H,SELLER053,437,3.8,2625
PROD01606,Brand_H,SELLER011,590,3.4,961
PROD03150,Brand_E,SELLER023,306,3.3,2632
PROD01607,Brand_B,SELLER079,723,4.6,1641
PROD02136,Brand_B,SELLER017,461,4.3,684
PROD04981,Brand_D,SELLER067,756,3.2,4228
PROD02626,Brand_E,SELLER025,371,4.5,1624
PROD00881,Brand_B,SELLER082,941,3.9,2900
PROD03665,Brand_E,SELLER036,556,3.7,1973
PROD04336,Brand_E,SELLER005,990,3.3,4562
PROD04316,Brand_D,SELLER098,197,4.2,889
PROD01133,Brand_H,SELLER051,979,4.3,2780
PROD03052,Brand_F,SELLER100,84,5.0,1160
PROD00277,Brand_E,SELLER016,332,3.7,3730
PROD03466,Brand_F,SELLER093,506,4.3,1168
PROD01790,Brand_D,SELLER019,700,3.1,4257
PROD00484,Brand_A,SELLER090,57,3.6,2491
PROD00714,Brand_E,SELLER006,46,3.8,1487
PROD03841,Brand_C,SELLER057,154,3.7,440
PROD04724,Brand_C,SELLER080,874,3.2,4699
PROD04511,Brand_A,SELLER080,101,4.3,5000
PROD01793,Brand_D,SELLER082,996,4.0,2503
PROD00023,Brand_B,SELLER013,838,4.7,328
PROD02678,Brand_E,SELLER099,789,2.8,2672
PROD00545,Brand_G,SELLER003,132,4.4,901
PROD02271,Brand_C,SELLER064,891,4.3,2560
PROD00732,Brand_F,SELLER053,673,4.2,2389
PROD01754,Brand_C,SELLER077,252,3.9,406
PROD02311,Brand_F,SELLER026,304,4.6,1593
PROD02349,Brand_F,SELLER021,500,5.0,1125
PROD01051,Brand_A,SELLER094,725,4.1,1271
PROD02515,Brand_F,SELLER069,706,3.8,1922
PROD01891,Brand_D,SELLER007,761,3.7,3031
PROD03323,Brand_C,SELLER080,719,4.1,261
PROD03929,Brand_F,SELLER055,363,3.3,466
PROD03380,Brand_E,SELLER006,831,3.4,2720
PROD02721,Brand_F,SELLER013,524,4.7,1649
PROD01642,Brand_D,SELLER051,238,4.5,938
PROD03892,Brand_D,SELLER014,415,4.4,575
PROD03979,Brand_E,SELLER076,212,3.1,2593
PROD02043,Brand_C,SELLER007,214,3.5,4587
PROD04071,Brand_F,SELLER040,969,3.9,3823
PROD04560,Brand_G,SELLER096,878,3.2,2811
PROD02641,Brand_F,SELLER007,379,4.5,4034
PROD00216,Brand_E,SELLER033,854,3.9,1980
PROD00579,Brand_G,SELLER019,785,3.4,3645
PROD01414,Brand_D,SELLER027,502,3.3,937
